GISJOIN,GEOID,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSA,SMSAA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,BLOCKA,SCSAA,SEA,CBD,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C7M001,C7M002,C7M003,C7N001,C75001,C8Y001,C8Z001,C8Z002,C8Z003,C9A001,C9B001,C9B002,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C9F001,C9G001,C9G002,C9G003,C9G004,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026,C68001,C68002,C68003,C68004,C68005,C68006,C68007,C68008,C68009,C68010,C68011,C68012,C68013,C68014,C68015,C68016,C68017,C68018,C68019,C68020,C68021,C68022,C68023,C68024,C68025,C68026,C68027,C68028,C68029,C68030,C68031,C68032,C68033,C68034,C68035,C68036,C68037,C68038,C68039,C68040,C68041,C68042,C68043,C68044,C68045,C68046,C68047,C68048,C68049,C68050,C68051,C68052,C69001,C7A001,C7A002,C7B001,C7B002,C7B003,C7B004,C7C001,C7C002,C7C003,C7C004,C7C005,C7C006,C7C007,C7C008,C7C009,C7C010,C7C011,C7C012,C7C013,C7C014,C7C015,C7C016,C7C017,C7C018,C7C019,C7C020,C7D001,C7D002,C7D003,C7D004,C7E001,C7E002,C7E003,C7E004,C7E005,C7E006,C7E007,C7E008,C7E009,C7E010,C7E011,C7E012,C7F001,C7F002,C7F003,C7F004,C7F005,C7F006,C7F007,C7F008,C7F009,C7F010,C7G001,C7G002,C7G003,C7G004,C7G005,C7G006,C7G007,C7G008,C7G009,C7H001,C7H002,C7H003,C7H004,C7H005,C7H006,C7H007,C7I001,C7I002,C7I003,C7I004,C7I005,C7I006,C7I007,C7J001,C7J002,C7K001,C7K002,C7K003,C7K004,C7O001,C7O002,C7O003,C7O004,C7O005,C7O006,C7O007,C7O008,C7O009,C7P001,C7P002,C7P003,C7Q001,C7Q002,C7Q003,C7R001,C7R002,C7S001,C7S002,C7S003,C7S004,C7T001,C7U001,C7U002,C7U003,C7U004,C7V001,C7W001,C7W002,C7X001,C7X002,C7X003,C7X004,C7X005,C7Y001,C7Y002,C7Y003,C7Y004,C7Y005,C7Y006,C7Y007,C7Y008,C7Y009,C7Y010,C7Z001,C70001,C70002,C70003,C71001,C71002,C72001,C72002,C72003,C72004,C72005,C72006,C73001,C74001,C74002,C74003,C74004,C76001,C76002,C76003,C76004,C76005,C76006,C77001,C78001,C79001,C79002,C79003,C79004,C79005,C8A001,C8A002,C8A003,C8A004,C8A005,C8A006,C8B001,C8B002,C8B003,C8B004,C8B005,C8B006,C8B007,C8B008,C8B009,C8B010,C8B011,C8B012,C8C001,C8D001,C8E001,C8F001,C8F002,C8G001,C8G002,C8G003,C8H001,C8H002,C8H003,C8H004,C8H005,C8H006,C8I001,C8I002,C8I003,C8I004,C8I005,C8I006,C8I007,C8I008,C8I009,C8I010,C8I011,C8I012,C8I013,C8J001,C8K001,C8K002,C8L001,C8L002,C8M001,C8M002,C8N001,C8N002,C8N003,C8N004,C8N005,C8N006,C8N007,C8N008,C8N009,C8N010,C8N011,C8N012,C8N013,C8N014,C8O001,C8P001,C8P002,C8Q001,C8Q002,C8R001,C8R002,C8S001,C8S002,C8S003,C8S004,C8T001,C8T002,C8T003,C8T004,C8U001,C8V001,C8V002,C8W001,C8X001,C8X002,C80001,C81001,C81002,C82001,C83001,C84001,C85001,C85002,C85003,C85004,C86001,C87001,C87002,C87003,C87004,C87005,C87006,C87007,C88001,C89001,C89002,C89003,C89004,C89005,C89006,C89007,C89008,C89009
G11000100015304,110010015304,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,3,304,,A,,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,284,284,0,0,9,258,267,267,0,0,267,258,9,25,259,279,4,0,0,0,0,0,0,0,1,0,0,0,0,0,282,0,0,0,2,2,2,0,0,0,0,1,1,1,1,4,5,0,2,0,0,1,0,1,0,2,2,1,8,3,3,1,3,43,131,70,0,1,0,1,1,3,3,0,1,0,0,0,0,0,0,1,1,0,2,2,1,1,1,3,2,1,0,0,1,0,0,1,2,0,1,0,0,1,0,1,0,1,1,1,6,1,2,0,2,40,129,69,79.5,37.5,80.3,2,13,25,244,2,12,22,243,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,4,3,24,8,2,220,1,9,7,16,3,7,242,0,0,0,7,242,7,0,2,0,0,0,11,4,0,0,0,0,2,13,5,0,2,0,1,0,0,0,5,238,0,0,0,247,1,0,243,1,0,0,244,0,70,0,174,2,0,9,0,0,258,76,182,256,1,0,1,0,75,,0,,0,181,,0,,0,2,2,0,0,,,,,,,,,26,20,6,0,0,169,66,20,2,0,10,1.3,447,150,287,0,10,0,249,2,2,1,3,1,70,1,1,1,2,1,179,1,1,0,1,0,1.02,1.1,284,95,189,257,0,1,76,0,0,181,0,1,0,0,0,0,0,0,0,0,0,0,7,3,3,146400,2212500,0,13,0,241250,0,1,5,2,10,0,1,2,51,23,43,33,1,3,3,234,41312,1882,175,9,264,3,255,3,9,0,73,3,182,0,0,0,0,5,0,5,3,5,0,0,1,0,41,5,221,0,14,22,0,3,8,8,9,1,12,53,0,0,6,3,1,10,11,2
G11000100015306,110010015306,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,3,306,,A,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,0,0,33,39,41,41,0,0,41,39,2,47,65,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,2,6,5,0,2,6,9,0,2,1,2,1,0,0,2,4,4,12,21,14,2,2,2,10,3,0,0,4,1,0,0,1,3,0,0,1,1,1,0,0,1,2,3,4,9,7,2,1,0,5,1,0,2,2,4,0,2,5,6,0,2,0,1,0,0,0,1,2,1,8,12,7,0,1,2,5,2,0,34.2,36.7,32.8,13,22,64,13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,1,0,1,8,26,3,2,5,33,26,40,3,1,5,4,0,0,0,5,26,1,6,1,0,0,26,9,0,0,0,0,13,22,14,1,5,0,6,5,0,0,0,2,0,0,0,3,8,0,2,6,0,0,8,0,8,0,0,4,0,1,0,1,39,32,7,39,0,0,0,0,32,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,5.6,309,243,51,0,7,8,5,12,8,12,1,1,4,9,7,11,0,1,1,3,1,1,1,0,2.81,2.87,112,93,19,39,0,0,32,0,0,7,0,0,0,0,0,0,0,0,0,0,1,4,19,7,0,127600,4025000,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,501,3185,550,7,1,40,1,38,1,2,0,31,1,7,0,0,0,0,0,0,0,4,0,0,0,0,0,40,1,0,0,2,3,0,0,1,0,2,0,1,4,1,2,0,0,0,2,0,1
G11000100015307,110010015307,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,3,307,,A,,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,76,76,0,0,19,27,28,28,0,0,28,27,1,42,34,71,0,0,0,0,0,0,0,1,4,0,0,0,0,0,71,0,0,0,5,5,5,0,0,0,0,0,0,0,1,1,4,3,4,3,1,1,1,3,1,3,1,6,6,13,9,2,1,6,4,2,0,0,0,0,1,1,2,2,4,1,1,1,0,3,1,2,1,3,2,5,5,1,1,3,1,1,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,1,0,3,4,8,4,1,0,3,3,1,43.3,31.7,48.8,0,17,47,12,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13,21,0,0,2,8,20,0,3,0,19,19,25,1,3,5,4,0,0,1,4,19,0,0,2,1,0,17,0,0,0,0,0,0,17,9,0,0,0,4,3,1,0,1,3,0,0,0,3,7,1,3,4,1,0,8,0,8,0,0,4,1,0,0,0,27,27,0,26,0,0,1,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,24,5.6,201,194,0,7,0,0,5,8,6,5,1,2,5,8,6,5,1,2,0,0,0,0,0,0,2.58,2.81,76,76,0,26,0,1,26,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,17,3,0,125000,2892500,137500,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,28,0,27,0,1,0,27,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,27,1,0,0,0,8,2,2,7,0,3,2,0,3,0,0,0,1,1,2,0,0
G11000100015308,110010015308,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,3,308,,A,,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,73,73,0,0,22,27,27,27,0,0,27,27,0,35,38,66,6,0,0,0,0,1,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,5,1,1,1,2,1,2,0,0,4,6,6,12,10,4,0,3,3,4,0,0,1,1,1,2,0,2,1,1,0,1,0,1,0,0,3,2,3,5,5,2,0,1,2,1,0,0,1,1,0,1,0,3,0,0,1,1,1,1,0,0,1,4,3,7,5,2,0,2,1,3,0,34.6,32.5,36.4,4,14,48,7,4,13,42,7,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,1,0,0,7,18,3,3,1,22,18,26,1,0,5,1,0,0,0,4,18,1,3,0,1,1,15,2,0,0,0,0,4,13,8,0,1,0,4,1,0,0,0,2,0,0,0,2,5,0,2,4,0,0,6,,,,,2,0,0,0,0,27,24,3,25,2,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,26,5.6,193,,,0,0,0,4,11,6,2,3,1,,,,,,,,,,,,,2.36,2.7,73,,,27,0,0,,,,,,,0,0,0,0,0,0,0,0,1,4,12,5,1,127100,3072500,0,23,0,0,0,,,,,,,,,,,,,,,,,0,,0,27,0,27,0,0,0,,,,,0,,,0,,,0,0,0,0,0,0,27,0,0,0,3,6,4,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0
G11000100015309,110010015309,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,3,309,,A,,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,79,79,0,0,19,31,33,33,0,0,33,31,2,42,37,67,7,0,0,0,0,0,0,0,0,5,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,2,2,3,1,4,4,0,1,1,1,0,0,1,0,2,13,7,11,5,2,1,2,8,7,1,0,2,1,2,1,1,2,0,1,0,1,0,0,1,0,1,7,4,6,4,1,0,0,4,2,1,0,0,1,1,0,3,2,0,0,1,0,0,0,0,0,1,6,3,5,1,1,1,2,4,5,0,33.2,31.3,36,4,15,44,16,3,12,38,14,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,0,1,0,5,19,1,5,0,19,18,22,2,7,5,6,0,0,4,5,18,0,1,3,0,0,14,3,2,0,0,0,4,15,9,0,1,0,6,4,0,1,1,4,0,0,0,6,6,0,5,6,0,0,11,,,,,5,0,0,0,2,31,27,4,29,1,0,1,0,26,,0,,0,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,2,30,5.6,245,,,0,0,14,9,10,2,7,2,1,,,,,,,,,,,,,2.15,2.55,79,,,30,0,1,,,,,,,0,0,0,0,0,0,0,0,1,2,18,5,0,127800,3382500,0,26,0,0,0,,,,,,,,,,,,,,,,,0,,0,33,0,31,0,2,0,,,,,0,,,5,,,0,5,0,0,0,0,33,0,0,0,0,10,6,0,3,1,0,0,0,3,0,0,1,0,0,0,0,0
G11000100015310,110010015310,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,3,310,,A,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,100,100,0,0,27,39,39,39,0,0,39,39,0,45,55,92,2,0,0,0,0,0,0,0,0,0,0,0,0,6,97,0,0,0,3,3,0,0,0,3,1,5,2,1,2,8,7,0,1,0,0,0,1,1,0,2,4,16,18,3,6,2,7,5,7,1,1,2,2,0,0,5,3,0,0,0,0,0,0,0,0,2,2,8,10,1,2,0,4,1,2,0,0,3,0,1,2,3,4,0,1,0,0,0,1,1,0,0,2,8,8,2,4,2,3,4,5,1,34.7,33.4,36.9,8,19,60,13,8,16,55,13,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,8,24,0,0,0,7,24,0,7,4,27,23,33,2,3,9,3,0,0,1,9,23,1,3,2,0,0,25,2,0,0,0,0,8,19,12,0,2,0,4,1,1,0,0,7,0,0,0,7,8,0,7,4,0,0,11,0,10,0,1,4,0,0,0,0,39,34,5,36,2,0,0,1,32,,0,0,,4,,0,0,,1,0,0,1,,,,,,,,,0,0,0,0,0,0,0,1,0,1,37,5.6,295,256,39,0,0,0,10,14,5,5,4,1,9,13,4,4,3,1,1,1,1,1,1,0,2.18,2.56,100,85,15,39,0,0,34,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,16,13,0,142200,4505000,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,501,2100,0,4,0,39,0,39,0,0,0,34,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
G11000100015401,110010015401,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,4,401,,A,,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,64,64,0,0,16,22,22,22,0,0,22,22,0,27,37,60,0,0,0,0,0,0,0,0,1,0,0,0,0,3,61,0,0,0,3,3,0,0,0,3,1,2,2,3,0,2,1,1,0,0,0,0,0,1,0,5,4,3,6,8,3,2,3,6,10,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,2,1,4,4,1,1,2,4,1,0,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,3,2,2,2,4,2,1,1,2,9,1,46.3,43.8,48.8,5,7,35,17,4,6,33,17,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,13,1,1,3,11,13,1,3,1,16,12,21,4,4,2,5,0,0,2,1,12,1,3,2,1,0,7,2,3,0,0,0,5,7,5,0,1,0,6,3,6,1,0,1,0,0,0,1,9,0,1,7,0,1,7,,,,,7,0,0,0,0,22,19,3,21,0,0,1,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,22,5.6,179,,,0,0,0,3,7,5,4,2,1,,,,,,,,,,,,,2.7,2.91,64,,,22,0,0,,,,,,,0,0,0,0,0,0,0,0,2,1,7,8,1,146400,2762500,0,19,0,0,0,,,,,,,,,,,,,,,,,0,,0,22,0,22,0,0,0,,,,,0,,,0,,,0,0,0,0,0,0,21,1,0,0,0,9,2,1,7,4,3,3,2,1,0,0,0,0,0,0,0,0
G11000100015402,110010015402,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,4,402,,A,,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,156,156,0,0,43,51,53,53,0,0,53,51,2,66,90,134,21,0,0,0,0,0,0,0,0,0,0,0,0,1,155,0,0,0,1,1,0,0,0,1,3,2,7,2,2,8,17,2,4,3,2,1,0,2,3,3,7,8,36,13,7,0,3,13,5,3,0,1,3,2,2,3,8,1,1,1,2,0,0,1,3,1,4,2,15,7,3,0,1,3,2,0,3,1,4,0,0,5,9,1,3,2,0,1,0,1,0,2,3,6,21,6,4,0,2,10,3,3,35.6,30,36.9,12,40,83,21,11,31,72,20,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,13,31,1,1,0,22,31,3,7,4,43,30,61,8,2,6,6,0,0,0,5,30,2,11,2,1,0,38,13,0,1,0,0,12,39,18,1,6,0,8,4,6,0,0,3,0,0,0,4,11,0,3,10,0,2,11,2,10,0,1,9,0,0,1,1,51,42,9,47,4,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,5.6,422,343,67,0,0,12,5,17,7,17,3,2,5,15,6,13,2,1,0,2,1,4,1,1,3,3.06,156,121,35,50,0,1,42,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,18,20,1,152500,6145000,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,501,3750,0,7,0,53,0,51,0,2,0,42,0,9,0,0,0,0,7,0,7,0,7,0,0,0,0,53,0,0,0,0,12,2,1,3,2,4,0,1,7,0,0,1,2,0,1,2,0
G11000100015403,110010015403,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,4,403,,A,,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,155,155,0,0,41,57,58,58,0,0,58,57,1,74,81,142,11,0,0,0,0,0,0,0,0,0,0,0,0,2,144,0,0,0,11,11,9,0,0,2,3,1,6,3,2,8,15,2,2,3,1,1,0,1,0,7,8,13,24,19,6,1,2,16,10,1,1,1,4,3,2,3,7,1,2,0,0,1,0,1,0,3,3,7,8,10,5,1,0,7,4,0,2,0,2,0,0,5,8,1,0,3,1,0,0,0,0,4,5,6,16,9,1,0,2,9,6,1,35.6,33.6,37.2,10,36,82,27,9,30,76,27,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,15,31,2,2,2,11,31,6,9,6,41,30,55,5,6,10,8,0,0,5,8,30,3,8,1,2,0,28,18,0,0,0,0,10,36,14,1,7,0,10,7,2,0,1,7,0,0,0,8,11,0,8,10,0,0,18,0,18,0,0,7,1,0,0,0,57,49,8,55,2,0,0,0,,,0,0,0,,,0,0,0,2,2,0,0,,,,,,,,,0,0,0,0,0,0,0,1,1,2,54,5.6,442,374,58,10,0,0,13,16,13,7,5,3,13,14,11,5,5,1,0,2,2,2,0,2,2.47,2.72,155,125,30,57,0,0,49,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,29,12,2,135300,6617500,175000,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,501,4300,0,8,0,58,0,57,0,1,0,49,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,55,3,0,0,0,19,7,1,12,3,1,1,1,2,0,0,0,0,0,0,0,1
G11000100015404,110010015404,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,4,404,,A,,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,165,165,0,0,44,61,61,61,0,0,61,61,0,82,83,145,6,0,0,0,2,7,0,2,0,0,0,0,0,3,162,0,1,1,1,3,3,0,0,0,2,4,4,2,2,10,14,1,3,2,3,1,0,1,2,5,8,13,32,13,8,2,6,17,7,3,2,2,2,1,2,4,8,0,1,2,1,1,0,1,1,2,5,10,13,6,3,2,3,5,4,1,0,2,2,1,0,6,6,1,2,0,2,0,0,0,1,3,3,3,19,7,5,0,3,12,3,2,36.7,33,40,10,37,91,27,10,29,80,26,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,20,38,0,2,1,8,38,2,12,5,44,36,60,0,7,10,8,0,0,4,9,36,1,7,3,1,0,40,7,0,0,0,0,10,37,20,0,5,0,8,7,4,0,1,7,0,0,0,9,15,0,8,12,0,4,16,3,15,1,1,4,0,0,0,0,61,52,9,56,2,0,2,1,51,,0,,,5,,0,,,2,2,0,0,,,,,,,,,0,0,0,0,0,0,1,0,0,6,54,5.6,451,386,65,0,0,0,13,19,11,12,3,3,12,17,9,10,2,2,1,2,2,2,1,1,2.42,2.7,165,135,30,61,0,0,52,0,0,9,0,0,0,0,0,0,0,0,0,1,3,3,25,15,2,135000,6737500,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,501,4612,0,9,0,61,0,61,0,0,0,52,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,0,0,0,10,4,2,4,2,1,0,1,2,0,0,1,0,0,0,1,0
G11000100015405,110010015405,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,4,405,,A,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,43,43,0,0,13,16,16,16,0,0,16,16,0,17,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,1,1,0,0,0,1,1,1,1,0,1,2,2,2,0,0,2,1,0,1,0,0,1,3,7,8,2,4,0,2,2,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,2,3,3,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,4,5,1,3,0,1,1,0,40,40,40,3,9,27,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,12,0,0,0,4,12,0,3,1,13,12,14,1,0,3,0,0,0,0,3,12,0,1,0,0,0,10,2,0,0,0,0,3,9,5,0,1,0,2,1,0,0,0,1,0,0,0,2,3,0,1,2,0,0,3,,,,,1,0,0,0,0,16,15,1,15,0,0,0,1,,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,1,14,5.6,126,,,0,0,0,3,7,0,4,2,0,,,,,,,,,,,,,2.21,2.69,43,,,16,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,8,4,2,143800,2225000,0,14,0,0,0,,,,,,,,,,,,,,,,,0,,0,16,0,16,0,0,0,,,,,0,,,0,,,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,1,1,1,0
G11000100015406,110010015406,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,4,406,,A,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,57,57,0,0,16,19,19,19,0,0,19,19,0,21,36,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,8,8,8,0,0,0,0,2,2,1,1,2,3,1,1,1,0,0,0,1,1,3,1,3,6,10,6,1,0,9,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,3,4,5,0,0,3,1,0,0,1,2,1,1,2,3,0,1,0,0,0,0,0,0,3,1,3,3,6,1,1,0,6,1,0,44.2,51.3,35,4,10,32,11,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,14,1,0,0,7,14,1,1,3,16,14,21,2,1,2,1,0,0,0,2,14,1,1,1,0,0,10,4,0,0,0,0,4,10,6,1,1,0,4,4,1,1,0,1,0,0,0,2,6,0,1,6,0,2,5,2,5,0,0,2,0,0,0,0,19,19,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19,5.6,154,154,0,0,0,0,2,8,3,2,3,1,2,8,3,2,3,1,0,0,0,0,0,0,2.44,3,57,57,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,2,169400,2530000,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,19,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
G11000100015407,110010015407,1980,S,3,5,District Of Columbia,11,"WASHINGTON, D.C.-MD.-VA.",8840,District Of Columbia,001,0015,4,407,,A,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,101,101,0,0,32,36,36,36,0,0,36,36,0,53,48,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,1,2,2,2,3,5,7,0,0,1,2,1,0,2,2,2,1,5,20,13,5,4,5,9,6,1,1,2,1,2,2,2,5,0,0,0,1,1,0,1,1,1,0,1,11,6,2,2,1,6,4,0,0,0,1,0,1,3,2,0,0,1,1,0,0,1,1,1,1,4,9,7,3,2,4,3,2,1,41.3,40,42.8,5,20,60,16,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,2,0,6,31,0,3,1,32,31,34,0,1,3,0,0,0,1,3,31,0,1,0,0,0,25,0,0,0,0,0,5,20,14,0,0,0,7,4,2,0,1,2,0,0,0,4,13,0,3,10,0,3,10,,,,,0,0,0,0,0,36,33,3,35,1,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,35,5.6,291,,,0,0,0,4,14,8,6,3,1,,,,,,,,,,,,,2.5,2.81,101,,,36,0,0,,,,,,,0,0,0,0,0,0,0,0,0,2,14,12,4,150000,5090000,0,32,0,0,0,,,,,,,,,,,,,,,,,0,,0,36,0,36,0,0,0,,,,,0,,,0,,,0,0,0,0,0,0,36,0,0,0,2,14,5,0,6,3,2,1,0,1,0,0,0,0,0,0,0,0
