name,size,address,address_clean,number_and_street,City,State,zip,link,lat,lon,confidence,confidence_city_level,confidence_street_level,confidence_building_level,manually checked,manually edited
Westlight Condominiums,71,"1111 24th Street NW
 Washington, DC 20037","1111 24th Street NW, Washington, DC 20037",1111 24th Street NW,Washington,District of Columbia,20037,https://dc.urbanturf.com/pipeline/625/Westlight_Condominiums,38.90391045,-77.05130787,1,1,1,1,,
Valo,221,"222 M Street SW
 Washington, DC 20024","222 M Street SW, Washington, DC 20024",222 M Street SW,Washington,District of Columbia,20024,https://dc.urbanturf.com/pipeline/551/Valo,38.876378,-77.01552027,1,1,1,1,,
The Clifton,156,"1309-1315 Clifton Street NW
 Washington, DC 20009","1309-1315 Clifton Street NW, Washington, DC 20009",1309-1315 Clifton Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/406/The_Clifton,38.92265817,-77.0304275,0.7,1,1,0.7,1,1
The Lockwood Apartments,145,"1339-1355 E Street SE
 Washington, DC 20003","1339-1355 E Street SE, Washington, DC 20003",1339-1355 E Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/575/The_Lockwood_Apartments,38.8826412,-76.9866492,0.9,1,1,0.9,,
The Shay,245,"1921 8th Street NW
 Washington, DC 20001","1921 8th Street NW, Washington, DC 20001",1921 8th Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/181/The_Shay,38.9162754,-77.02256323,1,1,1,1,,
The Rushmore,117,"1234 Pennsylvania Avenue SE
 Washington, DC 20003","1234 Pennsylvania Avenue SE, Washington, DC 20003",1234 Pennsylvania Avenue SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/573/The_Rushmore,38.8820991,-76.9891136,1,1,1,1,,
The Glover House,225,"2101 Wisconsin Ave NW
 Washington, DC 20007","2101 Wisconsin Ave NW, Washington, DC 20007",2101 Wisconsin Ave NW,Washington,District of Columbia,20007,https://dc.urbanturf.com/pipeline/631/The_Glover_House,38.9175636,-77.06875244,1,1,1,1,,
The Vintage on 16th,85,"3146 16th Street NW
 Washington, DC 20010","3146 16th Street NW, Washington, DC 20010",3146 16th Street NW,Washington,District of Columbia,20010,https://dc.urbanturf.com/pipeline/138/The_Vintage_on_16th,38.92990515,-77.03700154,1,1,1,1,,
Trellis House,319,"907 Barry Place NW
 Washington, DC 20001","907 Barry Place NW, Washington, DC 20001",907 Barry Place NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/381/Trellis_House,38.92083949,-77.02428557,1,1,1,1,,
Park Van Ness,271,"4455 Connecticut Avenue NW
 Washington, DC 20008","4455 Connecticut Avenue NW, Washington, DC 20008",4455 Connecticut Avenue NW,Washington,District of Columbia,20008,https://dc.urbanturf.com/pipeline/270/Park_Van_Ness,38.94696125,-77.06465049,1,1,1,1,,
Arcade Sunshine,225,"713 Lamont Street NW
 Washington, DC 20010","713 Lamont Street NW, Washington, DC 20010",713 Lamont Street NW,Washington,District of Columbia,20010,https://dc.urbanturf.com/pipeline/375/Arcade_Sunshine,38.9312077,-77.0247597,1,1,1,1,,
CityCenterDC,458,"825 & 875 10th Street NW
 Washington, DC 20001","825 & 875 10th Street NW, Washington, DC 20001",825 & 875 10th Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/108/CityCenterDC,38.90027182,-77.02580674,0.3969,1,0.3969,0.3969,1,1
The Residences at St. Elizabeths East,252,"1201 Oak Drive SE
 Washington, DC 20032","1201 Oak Drive SE, Washington, DC 20032",1201 Oak Drive SE,Washington,District of Columbia,20032,https://dc.urbanturf.com/pipeline/578/The_Residences_at_St_Elizabeths_East,38.846978,-76.992399,1,1,1,1,,
NOVEL South Capitol,523,"2 Eye Street SE
 Washington, DC 20003","2 Eye Street SE, Washington, DC 20003",2 Eye Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/491/NOVEL_South_Capitol,38.87969318,-77.00835484,0.25,1,,,1,1
One Hill South,383,"28 K Street SE
 Washington, DC 20003","28 K Street SE, Washington, DC 20003",28 K Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/774/One_Hill_South,38.87881635,-77.00769678,1,1,1,1,,
The Parks at Walter Reed: Parcel M,102,"1250 Dahlia Street NW
 Washington, DC 20307","1250 Dahlia Street NW, Washington, DC 20307",1250 Dahlia Street NW,Washington,District of Columbia,20307,https://dc.urbanturf.com/pipeline/1143/The_Parks_at_Walter_Reed_Parcel_M,38.97560409,-77.02780125,1,1,1,1,,
The Tides,255,"760 Maine Avenue SW
 Washington, DC 20024","760 Maine Avenue SW, Washington, DC 20024",760 Maine Avenue SW,Washington,District of Columbia,20024,https://dc.urbanturf.com/pipeline/1021/The_Tides,38.87818349,-77.02200776,1,1,1,1,,
Broadcast,144,"4620-4624 Wisconsin Avenue NW
 Washington, DC 20016","4620-4624 Wisconsin Avenue NW, Washington, DC 20016",4620-4624 Wisconsin Avenue NW,Washington,District of Columbia,20016,https://dc.urbanturf.com/pipeline/646/Broadcast,38.95002194,-77.08058556,0.9,1,1,0.9,,
4915 Quarles Street NE,36,"4915 Quarles Street NE
 Washington, DC 20019","4915 Quarles Street NE, Washington, DC 20019",4915 Quarles Street NE,Washington,District of Columbia,20019,https://dc.urbanturf.com/pipeline/1113/4915_Quarles_Street_NE,38.9083169,-76.92988081,1,1,1,1,,
RIALTO,74,"410 Rhode Island Avenue NE
 Washington, DC 20002","410 Rhode Island Avenue NE, Washington, DC 20002",410 Rhode Island Avenue NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/852/RIALTO,38.920368,-76.99995,1,1,1,1,,
2002 11th Street NW,27,"2002 11th Street NW
 Washington, DC 20001","2002 11th Street NW, Washington, DC 20001",2002 11th Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/442/2002_11th_Street_NW,38.917252,-77.027352,1,1,1,1,,
Residences at Hayes,150,"5201 Hayes Street NE
 Washington, DC 20019","5201 Hayes Street NE, Washington, DC 20019",5201 Hayes Street NE,Washington,District of Columbia,20019,https://dc.urbanturf.com/pipeline/434/Residences_at_Hayes,38.89946095,-76.92724203,1,1,1,1,,
Estate at the Yards,270,"3 Tingey Square SE
 Washington, DC 20003","3 Tingey Square SE, Washington, DC 20003",3 Tingey Square SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/595/Estate_at_the_Yards,38.874513,-77.002749,1,1,1,1,,
Northwest One Redevelopment,750,"2 L Street NW
 Washington, DC 20001","2 L Street NW, Washington, DC 20001",2 L Street NW,Washington,District of Columbia,20001,https://dc.urbanturf.com/pipeline/770/Northwest_One_Redevelopment,38.9034615,-77.00986932,1,1,1,1,,
550 Morse,280,"550 Morse Street NE
 Washington, DC 20002","550 Morse Street NE, Washington, DC 20002",550 Morse Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/535/550_Morse,38.90745315,-76.99839057,1,1,1,1,,
Ledger Union Market,134,"1320 4th Street NE
 Washington, DC 20002","1320 4th Street NE, Washington, DC 20002",1320 4th Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/908/Ledger_Union_Market,38.90950689,-76.99896089,1,1,1,1,,
The Lanes at Union Market,110,"400 Florida Avenue NE
 Washington, DC 20002","400 Florida Avenue NE, Washington, DC 20002",400 Florida Avenue NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/688/The_Lanes_at_Union_Market,38.907167,-77.000295,1,1,1,1,,
One 501,327,"1501 Harry Thomas Way NE
 Washington, DC 20002","1501 Harry Thomas Way NE, Washington, DC 20002",1501 Harry Thomas Way NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/681/One_501,38.912019,-77.001783,1,1,1,1,,
OSLOatlas,8,"1219 Florida Ave NE
 Washington, DC 20002","1219 Florida Ave NE, Washington, DC 20002",1219 Florida Ave NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/561/OSLOatlas,38.90205965,-76.98905632,1,1,1,1,,
10K Hill South,305,"10 K Street SE
 Washington, DC 20003","10 K Street SE, Washington, DC 20003",10 K Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/937/10K_Hill_South,38.8784938,-77.00879582,1,1,1,1,,
Press House,356,"301 N Street NE
 Washington, DC 20002","301 N Street NE, Washington, DC 20002",301 N Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/439/Press_House,38.907151,-77.001872,1,1,1,1,,
The Crest at Skyland Town Center,263,"2219 Town Center Drive SE
 Washington, DC 20020","2219 Town Center Drive SE, Washington, DC 20020",2219 Town Center Drive SE,Washington,District of Columbia,20020,https://dc.urbanturf.com/pipeline/936/The_Crest_at_Skyland_Town_Center,38.861247,-76.967889,1,1,1,1,,
The Garrett at The Collective,373,"150 Eye Street SE
 Washington, DC 20003","150 Eye Street SE, Washington, DC 20003",150 Eye Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/554/The_Garrett_at_The_Collective,38.87947949,-77.00413978,0.25,1,,,1,1
The Strand Residences,86,"5119-5123 Nannie Helen Burroughs Avenue NE
 Washington, DC 20019","5119-5123 Nannie Helen Burroughs Avenue NE, Washington, DC 20019",5119-5123 Nannie Helen Burroughs Avenue NE,Washington,District of Columbia,20019,https://dc.urbanturf.com/pipeline/699/The_Strand_Residences,38.89812929,-76.92636245,0.7,1,1,0.7,1,1
Providence Place,93,"599 50th Street NE
 Washington, DC 20019","599 50th Street NE, Washington, DC 20019",599 50th Street NE,Washington,District of Columbia,20019,https://dc.urbanturf.com/pipeline/690/Providence_Place,38.89690305,-76.92978523,1,1,1,1,,
Sonnet,288,"1441 U Street NW
 Washington, DC 20009","1441 U Street NW, Washington, DC 20009",1441 U Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/340/Sonnet,38.91708019,-77.03358196,1,1,1,1,,
2255 Wisconsin,81,"2255 Wisconsin Avenue NW
 Washington, DC 20007","2255 Wisconsin Avenue NW, Washington, DC 20007",2255 Wisconsin Avenue NW,Washington,District of Columbia,20007,https://dc.urbanturf.com/pipeline/443/2255_Wisconsin,38.920074,-77.071261,1,1,1,1,,
Union Place II,525,"200 K Street NE
 Washington, DC 20002","200 K Street NE, Washington, DC 20002",200 K Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/740/Union_Place_II,38.9029097,-77.0032689,1,1,1,1,,
3315 12th Street NE,12,"3315 12th Street NE
 Washington, DC 20017","3315 12th Street NE, Washington, DC 20017",3315 12th Street NE,Washington,District of Columbia,20017,https://dc.urbanturf.com/pipeline/1079/3315_12th_Street_NE,38.9311113,-76.99065151,1,1,1,1,,
The Belgard,346,"33 N Street NE
 Washington, DC 20002","33 N Street NE, Washington, DC 20002",33 N Street NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/825/The_Belgard,38.9070351,-77.00770508,1,1,1,1,,
Modern on M,276,"465 M Street SW
 Washington, DC 20024","465 M Street SW, Washington, DC 20024",465 M Street SW,Washington,District of Columbia,20024,https://dc.urbanturf.com/pipeline/428/Modern_on_M,38.8767398,-77.01937744,1,1,1,1,,
Modera Sedici,135,"2700 16th Street NW
 Washington, DC 20009","2700 16th Street NW, Washington, DC 20009",2700 16th Street NW,Washington,District of Columbia,20009,https://dc.urbanturf.com/pipeline/679/Modera_Sedici,38.9250153,-77.0368568,1,1,1,1,,
Parc Riverside,314,"1011 1st Street SE
 Washington, DC 20003","1011 1st Street SE, Washington, DC 20003",1011 1st Street SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/332/Parc_Riverside,38.8777143,-77.0061707,1,1,1,1,,
Agora at the Collective,336,"800 New Jersey Ave SE
 Washington, DC 20003","800 New Jersey Ave SE, Washington, DC 20003",800 New Jersey Ave SE,Washington,District of Columbia,20003,https://dc.urbanturf.com/pipeline/553/Agora_at_the_Collective,38.8801779,-77.0052196,1,1,1,1,,
The Hendrix,45,"1326 Florida Avenue NE
 Washington, DC 20002","1326 Florida Avenue NE, Washington, DC 20002",1326 Florida Avenue NE,Washington,District of Columbia,20002,https://dc.urbanturf.com/pipeline/383/The_Hendrix,38.9015795,-76.9870577,1,1,1,1,,
